paper,concept,relevance
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",burgers vector,0.83
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",lattice misfit,0.82
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",zno (112¯0),0.8
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",al2o3 (11¯02),0.78
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",diagonal defect,0.78
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",stacking fault density,0.75
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",equilibrium dislocation spacing,0.72
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",heteroepitaxial interface,0.7
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",film thickness,0.65
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",microstructure analysis,0.62
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,zn1−xcdxse,1.0
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,znse,0.95
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,blue-green laser,0.93
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,extended defects,0.92
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,threading dislocations,0.91
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,cathodoluminescence microscopy,0.9
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,transmission electron microscopy,0.89
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,stacking faults,0.88
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,non-radiative recombination centers,0.87
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,non-radiative defects,0.86
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,electron-beam-pumped,0.85
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,cl microscopy,0.84
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,structural defects,0.82
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,laser structures,0.8
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,blue laser,0.79
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,luminescence properties,0.78
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,tem analysis,0.76
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,local luminescence,0.74
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,thin foil samples,0.72
Transmission electron microscopy and cathodoluminescence studies of extended defects in electron-beam-pumped Zn1−xCdxSe/ZnSe blue-green lasers,ii-vi semiconductor,0.7
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,1d nanostructures,1.0
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,transmission electron microscopy,0.97
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,nanowires,0.95
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,nanobelts,0.95
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,zno,0.92
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,cdse,0.9
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,zns,0.9
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,nanorods,0.88
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,growth direction,0.85
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,surface reconstruction,0.83
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,surface polar direction,0.82
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,point defects,0.8
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,dislocations,0.8
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,planar defects,0.8
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,twin structures,0.78
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,bicrystal structures,0.77
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,structural analysis,0.75
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,structural control,0.72
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,top surfaces,0.68
Structure Analysis of Nanowires and Nanobelts by Transmission Electron Microscopy,device performance,0.65
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",transition metal dichalcogenides,1.0
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",2d tmds,0.98
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",aberration-corrected stem,0.95
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",scanning transmission electron microscopy,0.94
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",electron energy loss spectroscopy,0.93
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",tmd heterostructures,0.91
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",atomic defects,0.88
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",in situ electron microscopy,0.87
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",atomic structure,0.85
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",electron beam manipulation,0.84
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",spintronics,0.8
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",optoelectronics,0.79
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",2d materials,0.78
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",structure-property relationship,0.76
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",interface engineering,0.75
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",electrocatalysis,0.72
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",electron spectroscopy,0.7
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",dynamic evolution,0.67
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",magnetism,0.65
"Probing Functional Structures, Defects, and Interfaces of 2D Transition Metal Dichalcogenides by Electron Microscopy",defect engineering,0.63
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,transmission electron microscopy,1.0
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,fe contamination,1.0
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,si(100) surface,1.0
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,crystal defects,0.95
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,iron silicide,0.9
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,silicon wafer,0.88
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,surface defects,0.87
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,tem observation,0.85
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,metallic contamination,0.83
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,defect formation,0.82
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,epitaxial silicon,0.78
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,stacking faults,0.77
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,precipitates,0.76
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,point defects,0.74
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,dislocation loops,0.73
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,diffusion annealing,0.7
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,gettering,0.68
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,semiconductor substrate,0.65
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,cross-sectional tem,0.63
Transmission Electron Microscopy Observation of Defects Induced by Fe Contamination on Si(100) Surface,iron impurity,0.6
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,gaas on si,0.99
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,heteroepitaxial gaas,0.98
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,dislocation density,0.97
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,thermal-cycle annealing,0.96
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,transmission electron microscopy,0.95
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,(algaas) interlayer,0.94
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,dislocation reduction,0.93
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,metalorganic vapor phase epitaxy,0.92
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,heteroepitaxy,0.91
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,defect configurations,0.9
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,defect density,0.89
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,two-step growth,0.88
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,tc annealing,0.87
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,movpe growth,0.86
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,low-temperature gaas layer,0.85
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,high-temperature gaas layer,0.84
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,iii-v on silicon,0.83
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,misfit dislocations,0.8
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,epitaxial layer,0.78
Transmission electron microscopy study on defect reduction in GaAs on Si heteroepitaxial layers grown by metalorganic vapor phase epitaxy,wafer characterization,0.72
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,photoelectrochemical etching,1.0
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,gan,1.0
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,inversion domains,0.97
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,threading dislocations,0.95
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,inversion domain boundaries,0.93
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,heteroepitaxial layers,0.88
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,electrically active defects,0.88
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,filamentary etch features,0.87
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,ga-polar,0.85
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,n-polar,0.85
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,whiskers,0.83
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,transmission electron microscopy,0.82
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,crater-like etch features,0.8
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,edge dislocations,0.78
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,nanometer diameter ids,0.76
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,mixed dislocations,0.75
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,polarity,0.74
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,koh solution,0.72
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,defect characterization,0.7
Selective photoetching and transmission electron microscopy studies of defects in heteroepitaxial GaN,etch pit density,0.65
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,hgcdte,1.0
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,molecular beam epitaxy,0.97
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,transmission electron microscopy,0.95
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,(211)b orientation,0.92
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,p-on-n device structure,0.9
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,n-p-n device structure,0.88
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,threading dislocations,0.87
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,twin formation,0.86
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,te-precipitates,0.84
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,substrate-epilayer interface,0.82
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,in-situ doping,0.8
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,surface facetting,0.79
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,epilayer microstructure,0.76
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,hg/te flux ratio,0.75
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,p-type layer,0.72
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,voids,0.68
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,structural integrity,0.65
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,mbe growth conditions,0.63
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,film surface roughness,0.61
Transmission electron microscopy studies of defects in HgCdTe device structures grown by molecular beam epitaxy,epitaxial film,0.58
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,cross-sectional tem,0.95
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,si(100) surfaces,0.93
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,diamond paste polishing,0.92
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,syton ht 50,0.91
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,mechanical polishing,0.9
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,electron-transparent foils,0.88
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,dislocation loops,0.87
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,tem specimen preparation,0.87
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,abrasive grooving,0.86
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,ion thinning,0.85
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,1/2〈110〉{111} dislocation type,0.84
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,amorphous aggregates,0.83
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,plastic cutting,0.82
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,plastic shearing,0.81
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,ion milling,0.8
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,mass removal mechanism,0.79
