paper,doi,canonical,paper_term,relevance
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,growth technique,molecular beam epitaxy (MBE),0.95
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,failure mechanism,shorting of large area diodes,0.95
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,defect type,large crystallographic defects,0.93
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,defect formation mechanism,gallium droplet-induced defect formation,0.93
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,defect origin,gallium droplets ejected from Knudsen cells,0.92
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,droplet formation,gallium droplets ejected from gallium Knudsen cells,0.91
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,defect morphology,pyramidal defects with central void,0.9
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,surface defect,surface defects on GaSb diodes,0.9
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,substrate material,GaSb substrates,0.88
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,metal migration,contact metal migrating into defect,0.88
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,crystal structure disruption,defects in the crystal structure,0.88
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,void structure,central void extending from epi-surface to gallium core,0.87
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,epitaxy source,gallium Knudsen cells,0.85
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,characterization technique,cross-section transmission electron microscopy,0.85
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,contact metal,top-side contact metal,0.83
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,spectroscopy method,electron dispersive spectroscopy,0.82
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,epitaxial growth,epitaxy continues around gallium droplets,0.82
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,device area,large area diodes,0.8
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,electrical characterization,electrically characterized diodes,0.8
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,application domain,photovoltaics and detectors,0.78
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,device yield limitation,prevents realization of large area diodes,0.78
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,dopant incorporation,gallium incorporated into surrounding material,0.75
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,10.1007/s11664-014-3070-0,epi layer surface,epi-surface,0.75
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,absorber material class,two-dimensional transition metal dichalcogenides (TMDs),1.0
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,characterization technique,transmission electron microscopy (TEM),1.0
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,material dimensionality,monolayer/bilayer,0.95
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,defect classification,intrinsic defects,0.95
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,defect classification,extrinsic defects,0.95
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,defect type,lattice imperfections,0.93
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,spatial resolution,atomic-resolution,0.92
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,imaging mode,phase contrast TEM imaging,0.9
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,imaging mode,scanning TEM (STEM),0.9
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,review scope,defect structures,0.9
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,material structure type,layered materials,0.88
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,defect atomic configuration,atomic configurations of defects,0.88
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,material geometry,2D materials,0.88
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,defect dynamics,dynamics under beam irradiation,0.87
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,structural transformation,transformation pathways for reconstructions,0.85
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,foreign atom incorporation,foreign atoms incorporated into pure TMD system,0.85
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,defect reconstruction,reconstructions,0.83
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,irradiation source,electron beam irradiation,0.82
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,crystal structure,pristine crystalline structures,0.8
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,material property type,physical–chemical properties,0.78
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,defect origin,crystalline TMDs,0.75
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,material purity,pure TMD system,0.72
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,instrument development,development of TEM,0.7
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,material application,versatile applications,0.65
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,10.1016/B978-0-12-816187-6.00006-6,novel material property,novel properties,0.65
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,characterization technique,aberration-corrected scanning transmission electron microscopy (STEM),1.0
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,defect type,structural defects,0.97
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,defect topology,defect topology,0.96
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,atomic structure identification,atomic structure identification,0.96
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,imaging resolution,atomic-resolution real space imaging,0.95
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,materials dimensionality,two-dimensional (2D) materials,0.95
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,defect identification,identifying structural defects,0.95
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,defect density,defect density,0.94
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,machine learning method,machine learning,0.93
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,data analysis method,quantitative data analysis,0.92
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,data analytics framework,STEM data analytics,0.92
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,computer vision technique,computer vision,0.9
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,structure-property relationship,direct structure-property investigation,0.89
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,property tuning,tune a wide range of properties,0.88
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,unified analysis framework,unified framework,0.87
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,data throughput,high throughput,0.85
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,big data processing,big data,0.83
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,material property engineering,powerful means to tune,0.82
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,image analysis accuracy,veracity,0.8
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,characterization scale,macroscopic tool with intelligence,0.78
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,intelligent characterization,intelligence,0.76
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,analysis yield,low yield,0.75
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,localized characterization,localized characterization technique,0.74
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,data information complexity,sophisticated information,0.7
A machine perspective of atomic defects in scanning transmission electron microscopy,10.1002/inf2.12026,review scope,review article,0.6
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,absorber material,Cu2ZnSnS4 (CZTS),1.0
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,competing crystal structure,kesterite or stannite,0.95
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,crystal structure,tetragonal unit cell,0.93
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,synthesis method,hot-injection,0.92
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,thermal annealing temperature,550°C,0.9
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,cation ordering,weak reflections due to cation ordering,0.9
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,nanocrystal size as-grown,7±3 nm,0.88
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,nanocrystal size after annealing,53±13 nm,0.88
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,characterization technique,high resolution TEM,0.88
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,secondary phase,ZnS,0.88
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,diffraction method,selected area electron diffraction (SAED),0.87
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,diffraction method,convergent beam electron diffraction (CBED),0.87
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,preferential growth plane,{112} planes,0.87
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,annealing atmosphere,vacuum,0.85
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,crystal defect type,dislocations,0.85
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,crystal defect type,lamellar twins,0.85
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,crystal defect type,stacking faults,0.85
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,local crystal symmetry,local hexagonal structure,0.82
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,particle morphology,polycrystalline particles,0.8
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,device application,photovoltaic devices,0.8
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,capping ligand,oleylamine,0.78
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,nanoscale defect impact,consequence on CZTS photovoltaic device performance,0.78
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,imaging mode,bright and dark field images in 2-beam diffraction conditions,0.75
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,structural characterization method,X-ray diffraction,0.72
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,10.1016/j.apmt.2015.08.004,zone axis analysis,prominent zone axes,0.7
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,characterisation method,transmission electron microscopy (TEM),0.97
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,structural defect,V-defects,0.97
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,device structure,AlGaN/GaN heterostructure,0.95
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,light emitting structure,InGaN/GaN multi-quantum well (MQW) light-emitting structure,0.95
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,contact type,ohmic contacts,0.95
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,dislocation type,pure edge dislocation (b = 1/3 〈11–20〉),0.93
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,quantum well material,InGaN/GaN,0.93
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,interfacial layer composition,TiN and AlN interfacial layer,0.92
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,contact resistance,low contact resistance,0.9
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,intermetallic layer,"Al, Ti and Au intermetallic layer",0.9
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,phase distribution,phase distribution in ohmic contacts,0.88
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,dislocation character,Burgers vector b = 1/3 〈11–20〉,0.88
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,capping layer,p-type GaN layer,0.88
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,nitride semiconductor,GaN,0.88
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,contact metallisation,"Al, Ti and Au",0.87
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,defect filling mechanism,V-pits filled in by the capping layer,0.85
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,well layer absence,GaN with no InGaN layers in V-defects,0.83
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,device application,high power transistors,0.82
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,defect spacing,100–200 nm apart along the MQW,0.82
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,imaging mode,bright field and dark field TEM,0.8
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,imaging mode,high-resolution electron microscopy,0.8
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,imaging mode,energy filtered TEM,0.8
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,imaging mode,high angle annular dark field (HAADF),0.8
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,compositional mapping technique,X-ray mapping,0.78
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,10.1093/jmicro/50.6.489,defect apex geometry,dislocation runs through apex up to free surface,0.75
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,semiconductor material,GaN,1.0
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,characterization technique,transmission electron microscopy (TEM),1.0
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,structural defect,structural defects,1.0
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,threading dislocations,0.92
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,stacking faults,0.9
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,crystal structure,wurtzite GaN,0.88
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,inversion domain boundaries,0.87
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,planar defects,0.85
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,epitaxial growth method,heteroepitaxial growth,0.83
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,substrate material,sapphire substrate,0.82
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,dislocation density,threading dislocation density,0.81
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,misfit dislocations,0.8
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,lattice mismatch,lattice mismatch,0.78
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,imaging mode,high-resolution TEM (HRTEM),0.77
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,micropipes,0.75
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,crystal polarity,Ga-polarity vs. N-polarity,0.74
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,V-defects (pits),0.73
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,growth technique,metal-organic chemical vapor deposition (MOCVD),0.72
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,buffer layer,GaN buffer layer,0.7
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect formation mechanism,defect nucleation at interface,0.68
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,diffraction analysis,electron diffraction,0.67
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,substrate material,SiC substrate,0.65
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,defect type,grain boundaries,0.63
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,film quality,crystalline quality,0.62
Structural defects in GaN revealed by transmission electron microscopy,10.7567/JJAP.53.100205,strain state,residual strain,0.6
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,dopant species,antimony (Sb),0.98
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,doping method,ion implantation followed by laser annealing,0.95
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,host material,silicon,0.95
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,characterization technique,grazing incidence diffuse x-ray scattering,0.95
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,deactivation mechanism,dopant deactivation towards equilibrium solubility limit,0.93
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,dopant concentration,supersaturated concentration,0.92
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,thermal treatment,thermal annealing,0.92
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,defect structure,inactive antimony structures,0.91
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,dopant activation state,electrically active concentration,0.9
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,characterization technique,transmission electron microscopy (TEM),0.9
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,precipitate morphology,antimony precipitates of radius ~15 Å,0.9
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,aggregate formation,antimony aggregates,0.89
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,metastable phase,metastable dopants,0.88
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,cluster size,radius 3–4 Å (incoherent clusters at 6.0×10²⁰ cm⁻³),0.88
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,equilibrium solubility,equilibrium solubility limit,0.87
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,dopant concentration,6.0×10²⁰ cm⁻³,0.87
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,dopant concentration,2.2×10²¹ cm⁻³,0.87
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,characterization technique,high-resolution x-ray diffraction,0.85
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,annealing temperature,900 °C,0.85
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,annealing temperature,600 °C,0.85
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,precipitate coherency,coherent nature of aggregates and precipitates,0.83
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,lattice strain,expansion of the surrounding silicon matrix,0.82
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,substrate type,Czochralski silicon wafers,0.8
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,substrate type,floating zone silicon wafers,0.78
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,10.1063/1.1666975,defect type,thermal donors (clusters of radius ~2 Å),0.75
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,defect localization method,in situ electron beam induced current (EBIC),0.98
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,defect type,recombination-active extended defects,0.97
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,sample preparation method,TEM lamella preparation,0.96
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,measurement approach,correlative FIB-EBIC-TEM approach,0.96
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,characterization technique,transmission electron microscopy (TEM),0.95
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,sample preparation tool,focused ion beam (FIB) machine,0.95
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,imaging mode,in situ EBIC,0.94
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,defect density,less than 10⁴ cm⁻³,0.93
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,absorber material,block-cast multicrystalline silicon,0.92
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,localization accuracy,better than 50 nm,0.91
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,defect identification,localization of recombination-active defects,0.91
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,defect structure,defect complex,0.9
