paper,doi,canonical,paper_term,relevance
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,reference conductivity,bulk copper conductivity,0.88
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,printing technology,inkjet,0.88
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,electrical performance,electrical performance,0.87
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,light source type,intense pulsed light,0.87
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,microstructure characterisation,microstructure analysis,0.85
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,performance metric,20% of bulk copper conductivity,0.85
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,particle size scale,nanoparticle,0.83
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,sintering outcome,conductivity improvement,0.82
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,application domain,electronics manufacturing,0.8
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,printed electronics substrate,inkjet-printed layer,0.78
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,technique comparison,complementary techniques,0.75
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,process feasibility,feasibility for electronics manufacturing,0.74
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,conductor purity,bulk copper material,0.72
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,application suitability,highly suitable in different application fields,0.7
Ink Jet Printing Approaches to Solar Cell Contacts,,contact deposition method,inkjet printing,1.0
Ink Jet Printing Approaches to Solar Cell Contacts,,solar cell type,Si solar cells,1.0
Ink Jet Printing Approaches to Solar Cell Contacts,,contact type,front contacts,0.95
Ink Jet Printing Approaches to Solar Cell Contacts,,ink composition,metalorganic ink,0.95
Ink Jet Printing Approaches to Solar Cell Contacts,,metal precursor,silver trifluoroacetate,0.95
Ink Jet Printing Approaches to Solar Cell Contacts,,conductor material,silver (Ag),0.92
Ink Jet Printing Approaches to Solar Cell Contacts,,contact metallization,silver front contact,0.9
Ink Jet Printing Approaches to Solar Cell Contacts,,ink type,metalorganic ink,0.9
Ink Jet Printing Approaches to Solar Cell Contacts,,ink solvent,ethylene glycol,0.88
Ink Jet Printing Approaches to Solar Cell Contacts,,deposition rate,1 m per printing pass,0.88
Ink Jet Printing Approaches to Solar Cell Contacts,,line resolution,120 µm,0.87
Ink Jet Printing Approaches to Solar Cell Contacts,,substrate temperature,180 °C,0.85
Ink Jet Printing Approaches to Solar Cell Contacts,,absorber material,silicon (Si),0.85
Ink Jet Printing Approaches to Solar Cell Contacts,,drop separation,40 µm,0.84
Ink Jet Printing Approaches to Solar Cell Contacts,,drop deposition parameter,drop separation,0.83
Ink Jet Printing Approaches to Solar Cell Contacts,,pulse frequency,50 Hz,0.82
Ink Jet Printing Approaches to Solar Cell Contacts,,pulse amplitude,25 V,0.82
Ink Jet Printing Approaches to Solar Cell Contacts,,printhead type,piezoelectric inkjet,0.8
Ink Jet Printing Approaches to Solar Cell Contacts,,printing parameter,pulse frequency and amplitude,0.8
Ink Jet Printing Approaches to Solar Cell Contacts,,process throughput,high throughput,0.78
Ink Jet Printing Approaches to Solar Cell Contacts,,feature geometry,printed line width,0.76
Ink Jet Printing Approaches to Solar Cell Contacts,,process cost,low cost,0.75
Ink Jet Printing Approaches to Solar Cell Contacts,,line quality,line quality,0.75
Ink Jet Printing Approaches to Solar Cell Contacts,,process optimization,optimized printing conditions,0.72
Ink Jet Printing Approaches to Solar Cell Contacts,,film formation method,metalorganic decomposition,0.7
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,photovoltaic technology,perovskite photovoltaic technology,1.0
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,absorber material,perovskite,0.98
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,device type,perovskite solar modules,0.97
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,manufacturing technology,high throughput manufacturing technologies,0.95
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,processing method,laser technologies,0.95
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,industrialization stage,pre-industrialization phase,0.9
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,active area fraction,active areas greater than 95% of the total area,0.9
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,interconnect fabrication,preparation of interconnects,0.88
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,film deposition method,film deposition methodologies,0.87
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,laser scribing,laser processing for the preparation of interconnects,0.86
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,module geometry,high active surface area modules,0.85
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,encapsulation method,encapsulation requirements,0.84
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,layer treatment,deposition and/or treatment of the critical layers,0.83
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,cell area,less than 1 cm² laboratory cells,0.82
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,upscaling approach,upscaling perovskite solar cells,0.82
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,cell chemistry,unique new chemistries,0.78
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,structuring method,laser structuring methods,0.77
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,device performance,high-performance commercial perovskite solar modules,0.76
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,device reliability,reliable commercial perovskite solar modules,0.75
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,processing speed,speed of laser processing,0.74
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,module area,total area,0.72
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,laboratory cell performance,very high performances reported for <1 cm² laboratory cells,0.71
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,laser type,industrial lasers,0.7
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,commercialization readiness,basic research to pre-industrialization phase transition,0.68
Laser Processing Methods for Perovskite Solar Cells and Modules,10.1002/aenm.202101149,geometric fill factor,active surface area greater than 95%,0.67
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,metallization method,flatbed screen printing,1.0
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,cell technology,silicon solar cells,1.0
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,printing technology,printing technologies,0.98
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,contact formation,contact formation,0.95
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,paste rheology,paste rheology,0.93
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,screen technology,screen technology,0.91
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,metallization material,silver,0.9
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,grid line width,grid line width,0.89
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,silver consumption,silver consumption,0.88
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,process sequence,process sequences,0.86
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,manufacturing throughput,throughput rates,0.85
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,mass production process,mass production,0.83
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,photovoltaic industry,PV industry,0.82
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,alternative metallization method,alternative upcoming printing approaches,0.8
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,conductive paste,paste,0.79
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,finger geometry,grid line,0.78
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,printing process mechanics,screen-printing process mechanics,0.77
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,front contact metallization,metallization,0.76
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,process challenge,upcoming challenges in metallization,0.75
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,semiconductor substrate,silicon,0.74
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,solar cell physics,physics on silicon solar cell metallization,0.72
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,process evolution,evolution over time,0.68
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,cost reduction,reduced silver consumption,0.67
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,industrial scalability,industrial community,0.6
Printing technologies for silicon solar cell metallization: A comprehensive review,10.1002/pip.3674,review scope,comprehensive overview,0.55
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,electrode material,electroplated copper electrodes,1.0
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,device architecture,two-terminal perovskite/silicon tandem solar cells,1.0
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,metallization method,electroplating,0.95
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,plating process,light-induced Cu plating (LIP),0.93
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,photoconversion efficiency,≈15%,0.92
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,masking layer material,Al₂O₃,0.9
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,transparent conductive oxide,ITO (indium tin oxide),0.9
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,metallization scheme,NOBLE (native oxide barrier layer for selective electroplating),0.9
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,masking layer deposition,atomic layer deposition (ALD),0.88
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,seed layer material,screen-printed Ag seed-layer,0.88
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,absorber material,perovskite,0.88
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,cell configuration,bifacial perovskite/silicon tandem solar cells,0.87
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,cell active area,22.5 cm²,0.85
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,bottom cell material,silicon,0.85
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,front contact layer,Cu electrode,0.85
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,selective metallization,selective electroplating,0.83
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,masking layer thickness,10 nm,0.82
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,barrier layer,native oxide barrier layer,0.82
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,seed layer deposition,screen printing,0.8
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,current distribution,homogeneous electroplating current distribution,0.8
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,tandem cell configuration,two-terminal,0.8
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,chemical compatibility,wet chemical metallization process,0.78
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,seed layer elimination,metal seed-layer-free process on ITO,0.76
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,electrical contact,electrical contact between Cu electrode and perovskite/Si cells,0.75
Plated copper electrodes for two-terminal perovskite/silicon tandem solar cells,10.1016/j.solmat.2022.111912,process scalability,transfer of NOBLE metallization to bifacial tandem cells,0.72
